Document ID,Participant,Timestamp,Trial,Task,Response,Choice,RT,ITI (s),Reward,Feedback,All Probabilities,Chosen Probability
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,23,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,24,,,,,3.93897413,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,24,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,25,response,q,q,1133,,,0.00$,"[0.3,0.5,0.7]",0.3
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,26,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,27,,,,,4.50856021,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,27,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,28,response,t,t,540,,,0.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,29,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,30,,,,,1.24415086,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,30,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,31,response,p,p,598,,1,+1.00$,"[0.3,0.5,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,32,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,33,,,,,3.97178517,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,33,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,34,response,p,p,490,,,0.00$,"[0.3,0.5,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,35,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,36,,,,,2.68921955,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,36,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,37,response,q,q,460,,,0.00$,"[0.3,0.5,0.7]",0.3
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,38,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,39,,,,,3.53667484,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,39,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,40,response,p,p,460,,1,+1.00$,"[0.3,0.5,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,41,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,42,,,,,3.68446081,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,42,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,43,response,t,t,433,,1,+1.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,44,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,45,,,,,2.87804185,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,45,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,46,response,p,p,474,,,0.00$,"[0.3,0.5,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,47,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,48,,,,,4.42389611,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,48,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,49,response,p,p,381,,1,+1.00$,"[0.3,0.5,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,50,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,51,,,,,3.88535747,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,51,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,52,response,t,t,303,,1,+1.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,53,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,54,,,,,1.01394596,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,54,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,55,response,p,p,1332,,1,+1.00$,"[0.3,0.5,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,56,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,57,,,,,4.71875611,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,57,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,58,response,t,t,498,,1,+1.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,59,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,60,,,,,2.11754048,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,60,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,61,response,p,p,447,,1,+1.00$,"[0.3,0.5,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,62,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,63,,,,,1.97473574,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,63,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,64,response,t,t,415,,,0.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,65,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,66,,,,,2.5956608,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,66,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,67,response,t,t,376,,,0.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,68,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,69,,,,,3.654616,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,69,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,70,response,p,p,385,,,0.00$,"[0.3,0.5,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,71,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,72,,,,,3.91494587,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,72,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,73,response,q,q,341,,,0.00$,"[0.3,0.5,0.7]",0.3
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,74,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,75,,,,,1.8988998,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,75,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,76,response,t,t,881,,1,+1.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,77,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,78,,,,,1.87549279,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,78,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,79,response,p,p,525,,1,+1.00$,"[0.3,0.5,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,80,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,81,,,,,1.87287147,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,81,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,82,response,t,t,358,,1,+1.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,83,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,84,,,,,3.3403206,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,84,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,85,response,p,p,408,,1,+1.00$,"[0.3,0.5,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,86,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,87,,,,,4.93912462,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,87,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,88,response,t,t,508,,,0.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,89,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,90,,,,,3.99800967,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,90,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,91,response,p,p,393,,1,+1.00$,"[0.3,0.5,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,92,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,93,,,,,2.85765018,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,93,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,94,response,t,t,347,,1,+1.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,95,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,96,,,,,2.64379115,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,96,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,97,response,p,p,674,,1,+1.00$,"[0.3,0.5,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,98,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,99,,,,,4.12585882,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,99,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,100,response,t,t,286,,,0.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,101,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,102,,,,,4.95281674,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,102,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,103,response,p,p,535,,1,+1.00$,"[0.3,0.5,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,104,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,105,,,,,3.44448521,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,105,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,106,response,t,t,632,,,0.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,107,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,108,,,,,2.06856255,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,108,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,109,response,p,p,450,,,0.00$,"[0.3,0.5,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,110,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,111,,,,,4.71725242,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,111,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,112,response,t,t,400,,,0.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,113,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,114,,,,,4.50775926,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,114,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,115,response,t,t,407,,1,+1.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,116,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,117,,,,,1.34170206,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,117,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,118,response,p,p,925,,1,+1.00$,"[0.3,0.5,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,119,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,120,,,,,4.65645066,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,120,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,121,response,t,t,385,,,0.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,122,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,123,,,,,4.77221725,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,123,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,124,response,p,p,426,,1,+1.00$,"[0.3,0.5,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,125,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,126,,,,,4.58203134,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,126,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,127,response,t,t,376,,,0.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,128,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,129,,,,,3.17386958,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,129,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,130,response,p,p,383,,1,+1.00$,"[0.3,0.5,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,131,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,132,,,,,2.25875576,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,132,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,133,response,t,t,931,,1,+1.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,134,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,135,,,,,1.30162451,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,135,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,136,response,p,p,2349,,1,+1.00$,"[0.3,0.5,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,137,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,138,,,,,4.44339236,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,138,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,139,response,,q,2500,,,0.00$,"[0.3,0.5,0.7]",0.3
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,140,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,141,,,,,4.75169756,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,141,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,142,response,t,t,404,,,0.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,143,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,144,,,,,1.24078153,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,144,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,145,response,,t,2500,,1,+1.00$,"[0.3,0.5,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,146,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,147,,,,,1.72268074,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,147,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,148,,23,,7790,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,149,,38,,2600,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,150,,67,,2420,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,151,,40,,2726,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,152,,75,,3338,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,153,,59,,4500,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,154,,,,10000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,155,response,p,p,1966,,,0.00$,"[0.5,0.3,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,156,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,157,,,,,4.75169756,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,157,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,158,response,q,q,997,,1,+1.00$,"[0.5,0.3,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,159,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,160,,,,,1.87287147,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,160,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,161,response,t,t,901,,,0.00$,"[0.5,0.3,0.7]",0.3
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,162,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,163,,,,,3.654616,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,163,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,164,response,,t,2500,,,0.00$,"[0.5,0.3,0.7]",0.3
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,165,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,166,,,,,4.12585882,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,166,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,167,response,p,p,431,,,0.00$,"[0.5,0.3,0.7]",0.7
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,168,,,,1000,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,169,,,,,2.87804185,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,169,,,,,,,,,
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,170,response,q,q,1550,,1,+1.00$,"[0.5,0.3,0.7]",0.5
tyn6Y7TL75h41flKewro,prolific_5c07e20ceea895000101da12,2025-03-19T11:20:31.057Z,171,,,,1000,,,,,
